,Artist,Track,Spotify_ID,danceability,energy,acousticness,instrumentalness,liveness,valence,tempo,key,loudness,mode,duration_ms,time_signature
1547,Lil Baby Featuring Meek Mill,Time,1Szfm2XAx3Kgl55dyl8sTU,0.781,0.487,0.0335,0,0.163,0.344,95.879,8,-8.823,1,182723,4
1548,Ski Mask The Slump God Featuring Juice WRLD,Nuketown,74lnM5V6ecvoTPV0fvptx9,0.808,0.617,0.113,0,0.734,0.632,149.962,10,-9.32,0,166400,4
1549,Kodak Black,Calling My Spirit,2MShy1GSSgbmGUxADNIao5,0.91,0.366,0.0996,0,0.261,0.74,119.985,1,-9.954,1,152000,4
1550,Lil Baby Featuring Gunna,Ready,4F6yN5FsFW10Ucx7cLCzBh,0.793,0.395,0.277,1.4e-05,0.109,0.129,77.027,1,-5.578,1,213287,4
1551,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart,27rdGxbavYJeBphck5MZAF,0.601,0.794,0.00987,1.36e-06,0.388,0.244,114.066,7,-5.844,0,217467,4
1552,Meek Mill,Championships,5DTOk0tCrmicVQP4mc6hkr,0.488,0.803,0.0786,0,0.215,0.319,167.329,6,-4.165,0,261743,4
1553,Meek Mill Featuring Kodak Black,Tic Tac Toe,35J4wXQeRuHNOEArMy6FOe,0.821,0.72,0.00902,7.07e-06,0.158,0.285,150.039,10,-4.606,0,185261,4
1554,Meek Mill,Almost Slipped,1bx4Jw8A7GQtImIQGccI6D,0.49,0.651,0.246,0,0.233,0.46,164.213,8,-6.24,1,246793,4
1555,"Meek Mill Featuring Future, Roddy Ricch & Young Thug",Splash Warning,6cPnE82DKBLd7sg02ZNg8K,0.766,0.703,0.00807,0,0.0618,0.331,163.06,10,-5.877,0,168495,4
1556,Meek Mill Featuring 21 Savage,Pay You Back,0UNeNA0dcfUMsGxvLwf2p3,0.821,0.694,0.03,0,0.411,0.23,85.047,9,-5.169,1,235263,4
1557,Ski Mask The Slump God,Foot Fungus,3EikYy40GMSp8l5mDV6IQo,0.881,0.623,0.257,1.5e-06,0.0964,0.745,88.953,1,-9.662,1,129547,4
1558,Lil Baby,Crush A Lot,39RWYLt6hgk9BbhkDgaHW9,0.92,0.458,0.0171,0,0.107,0.403,132.992,5,-5.643,0,159755,4
1559,Meek Mill,Oodles O' Noodles Babies,0jqLv5PuEUA0GthFjdtlS1,0.609,0.836,0.593,0,0.466,0.584,72.099,4,-3.442,0,181274,4
1560,Lil Baby,Global,7cW1wHpSLYgKWzoWlOCPFJ,0.672,0.565,0.106,0,0.113,0.313,163.827,1,-6.504,1,169826,4
1561,Lil Baby,Word On The Street,52i143Ph5c3RQaQFBXWix1,0.888,0.432,0.0562,0,0.112,0.173,99.965,10,-9.275,0,172986,4
1562,XXXTENTACION,whoa (mind in awe),7pdF27mSDuPWhppnHAmWHa,0.735,0.525,0.653,0.918,0.101,0.369,160.147,6,-2.939,0,157777,4
1563,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),25leEEaz1gIpp7o21Fqyjo,0.834,0.371,0.799,0,0.275,0.976,96.628,1,-11.99,1,150267,4
1564,The Ronettes,Sleigh Ride,5ASM6Qjiav2xPe7gRkQMsQ,0.529,0.772,0.403,2.21e-06,0.316,0.853,91.751,2,-7.013,1,181267,4
1565,XXXTENTACION,Guardian Angel,7uqcLJFlSYjVPLUz1vPxkY,0.712,0.374,0.795,0,0.187,0.779,133.952,0,-10.215,0,108035,4
1566,XXXTENTACION,I Don't Let Go,4axYWgXASdsCBHuwInAubT,0.797,0.293,0.591,0.0724,0.148,0.478,80.035,5,-7.479,1,121630,4
1567,XXXTENTACION Featuring Kanye West & Travis Barker,One Minute,0T6RSXxFhW8dRTWHI604ld,0.568,0.636,0.00671,0,0.105,0.879,113.497,11,-4.265,1,197759,5
1568,XXXTENTACION,Train Food,5lar0mCUejpILVkAz50s2J,0.492,0.712,0.564,9.1e-05,0.357,0.23,137.453,9,-7.278,0,164083,3
1569,XXXTENTACION,What Are You So Afraid Of,57nOpVSc3j9o03Cr928ZM4,0.639,0.312,0.774,0.469,0.0857,0.347,103.369,0,-9.902,1,150769,4
1570,XXXTENTACION,Staring At The Sky,4KpKyRFwN0gcwj58Uqjv7q,0.557,0.338,0.134,0.00184,0.14,0.689,140.935,5,-9.892,1,85124,4
1571,XXXTENTACION,Difference (Interlude),5itzep0nGnq7hxCfFNsTIR,0.593,0.0668,0.949,1.31e-05,0.194,0.19,102.456,11,-15.268,0,76974,4
1572,A Boogie Wit da Hoodie,Look Back At It,3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,0.407,0,0.148,0.536,96.057,3,-5.075,0,179449,4
1573,Scotty McCreery,This Is It,74CEfiZthUGX5yUNNUM4bj,0.579,0.511,0.254,0,0.099,0.594,78.003,8,-6.788,1,230973,4
1574,Ariana Grande,Imagine,39LmTF9RgyakzSYX8txrow,0.729,0.475,0.378,0,0.12,0.371,62.52,8,-4.985,1,212267,3
1575,Perry Como,(There's No Place Like) Home For The Holidays,5mKxNjNnRFpO9Muzw3Ug0u,0.69,0.188,0.897,0,0.133,0.736,78.043,0,-12.797,1,171333,4
1576,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,2pXpURmn6zC5ZYDMms6fwa,0.724,0.276,0.76,0,0.116,0.718,112.874,7,-12.25,1,155933,4
1577,John & Yoko/The Plastic Ono Band With The Harlem Community Choir,Happy Xmas (War Is Over),27RYrbL6S02LNVhDWVl38b,0.321,0.64,0.28,0,0.718,0.414,146.172,2,-10.023,1,214333,3
1578,Paul McCartney,Wonderful Christmastime,1SV1fxF65n9NhRHp3KlBuu,0.774,0.511,0.322,0,0.0672,0.771,94.736,11,-8.914,1,227653,4
1579,Bing Crosby,White Christmas,4so0Wek9Ig1p6CRCHuINwW,0.317,0.158,0.673,0.353,0.338,0.247,130.503,9,-16.485,1,177480,3
1580,Darlene Love,Christmas (Baby Please Come Home),46pF1zFimM582ss1PrMy68,0.325,0.759,0.395,0.000362,0.0773,0.36,126.627,8,-7.146,1,166453,4
1581,Kodak Black Featuring Juice WRLD,MoshPit,4KX8vXbouybtUptEyYxtIk,0.769,0.627,0.394,0,0.106,0.49,157.938,7,-4.064,1,164038,4
1582,Katy Perry,Cozy Little Christmas,02FaKXXL7KUtRc7K0k54tL,0.774,0.608,0.128,0,0.0895,0.56,137.494,7,-6.264,1,182521,4
1583,Kodak Black,Testimony,6Gg25EZRbQd4IHiJz2KSY0,0.814,0.667,0.0369,0,0.11,0.376,80.031,6,-4.785,0,240000,4
1584,Ava Max,Sweet But Psycho,7DnAm9FOTWE3cUvso43HhI,0.72,0.706,0.0684,0,0.166,0.62,133.002,1,-4.719,1,187436,4
1585,Kodak Black Featuring Lil Pump,Gnarly,40Rpg3LkZwwzuHJ3GdjMma,0.764,0.784,0.469,0,0.123,0.51,144.981,10,-4.003,0,186403,4
1586,Lauren Daigle,The Christmas Song,0C2AvaDXgN5SHi3YOTsV5E,0.36,0.233,0.932,0.00231,0.151,0.177,106.107,5,-14.716,0,270935,4
1587,Calboy,Envy Me,7rvyVWja33WG9R97oeJAjx,0.74,0.488,0.234,0,0.241,0.584,149.042,1,-7.664,0,120133,4
1588,21 Savage,A Lot,2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,0.0395,0.00125,0.342,0.274,145.972,1,-7.643,1,288624,4
1589,Elvis Presley,Blue Christmas,3QiAAp20rPC3dcAtKtMaqQ,0.465,0.27,0.9,0.00104,0.145,0.58,94.518,4,-16.661,1,129173,4
1590,Kelly Clarkson,Underneath The Tree,3YZE5qDV7u1ZD1gZc47ZeR,0.509,0.812,0.00128,1.99e-05,0.214,0.689,159.878,8,-5.439,1,229640,4
1591,Chuck Berry,Run Rudolph Run,2pnPe4pJtq7689i5ydzvJJ,0.681,0.715,0.812,9.43e-06,0.0777,0.957,152.132,7,-10.609,0,165733,4
1592,Post Malone,Wow.,7xQAfvXzm3AkraOtGPWIZg,0.829,0.539,0.136,1.78e-06,0.103,0.388,99.96,11,-7.359,0,149547,4
1593,Frank Sinatra,Jingle Bells,4KV9bM7a1KDc7b7OakFZic,0.706,0.383,0.758,0,0.0608,0.87,86.997,8,-11.44,1,122160,4
1594,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,1wJRveJZLSb1rjhnUHQiv6,0.581,0.662,0.0153,0,0.111,0.434,93.023,9,-5.239,1,189487,4
1595,21 Savage,Can't Leave Without It,0hPLZrnDgtKxrym1BHjDhd,0.872,0.591,0.111,0,0.144,0.696,131.982,6,-6.952,0,205352,4
1596,A Boogie Wit da Hoodie Featuring Offset & Tyga,Startender,0jAfdqv18goRTUxm3ilRjb,0.736,0.622,0.0235,0,0.151,0.506,191.971,6,-4.653,0,192779,4
1597,21 Savage,All My Friends,4paAidoE8VAemwU4jgCc6l,0.713,0.62,0.171,1.16e-06,0.118,0.206,130.09,0,-4.513,1,211785,4
1598,21 Savage,Break Da Law,5ZSIExfQuVv69tw5Qw3yDl,0.904,0.575,0.0493,0,0.256,0.359,141.037,1,-7.823,1,177748,4
1599,21 Savage,Monster,2FUNBaa5DwItJtYEBgAblU,0.89,0.607,0.158,0.000228,0.118,0.224,134.022,9,-6.916,0,233040,4
1600,21 Savage,1.5,2wOXxtHZgRkkrkEbKLzzqs,0.885,0.52,0.000244,1.16e-06,0.454,0.306,84.022,1,-8.353,1,148656,4
1601,21 Savage,Out For The Night,4B8vU5oDXVxO5OkLAI4aLx,0.593,0.632,0.0133,0,0.64,0.0789,173.369,6,-5.381,0,235232,4
1602,21 Savage,Gun Smoke,4f1XXGjZZ9EkFkrbPJek6X,0.809,0.461,0.000832,4.43e-05,0.143,0.325,85.992,10,-5.677,0,167410,4
1603,A Boogie Wit da Hoodie Featuring Juice WRLD,Demons And Angels,3L19besdNQzd342qL78xqm,0.81,0.55,0.0114,5.69e-06,0.107,0.183,76.503,2,-7.46,0,214593,4
1604,21 Savage,ASMR,2QgfDF0fQ4sskDthP8MG5w,0.84,0.543,0.0399,0,0.117,0.161,170.067,1,-7.738,1,171714,4
1605,Pinkfong,Baby Shark,5ygDXis42ncn6kYG14lEVG,0.829,0.886,0.259,0,0.0559,0.777,115.056,8,-1.746,1,80927,4
1606,Jordan Davis,Take It From Me,3dCZm5HrG0jIXAHfNkg2H0,0.592,0.891,0.0267,0,0.352,0.674,99.983,10,-3.144,1,174255,4
1607,Luke Bryan,What Makes You Country,3bDXhWsPiFTHtrsMg5faL2,0.515,0.948,0.0106,0,0.134,0.752,159.983,0,-1.721,1,235266,4
1608,Jake Owen,Down To The Honkytonk,5g0XcG0apQTlO3X8r38vGf,0.634,0.808,0.192,0,0.0898,0.937,82.016,3,-4.12,1,186867,4
1609,Lukas Graham,Love Someone,2JqnpexlO9dmvjUMCaLCLJ,0.55,0.415,0.161,0,0.108,0.274,172.065,9,-6.557,0,205463,4
1610,Carrie Underwood,Love Wins,4XWnHzCRfRjaHRsTNeh3WR,0.523,0.865,0.0112,0,0.153,0.325,135.115,7,-4.697,1,228640,4
1611,Zara Larsson,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,0.665,0.699,0.423,0,0.0969,0.585,124.896,11,-5.265,1,190932,4
1612,Loud Luxury Featuring Brando,Body,21RzyxY3EFaxVy6K4RqaU9,0.752,0.764,0.0476,9.44e-05,0.0543,0.582,121.958,1,-4.399,1,163216,4
1613,Brett Young,Here Tonight,38nVuIj9mi5a8oopOJhSJk,0.517,0.776,0.0144,0,0.113,0.448,96.002,11,-5.271,1,216533,4
1614,Midland,Burn Out,7yrJnekdlwWARt5lmVqJ6L,0.671,0.724,0.292,0,0.231,0.801,99.976,7,-5.61,1,188613,4
1615,Bad Bunny,Solo de Mi,5YOkA7qd2983FtBQnP8sYx,0.743,0.73,0.287,8.1e-05,0.0778,0.15,179.972,10,-4.314,0,197968,4
1616,benny blanco & Juice WRLD Featuring Brendon Urie,Roses,1KVczjazCcCCgM3gXXUl47,0.612,0.601,0.168,0,0.117,0.525,147.018,8,-7.089,1,223543,4
1617,Old Dominion,Make It Sweet,3Mnr3yyQk1aUPYgbpOQE31,0.424,0.837,0.0373,0,0.0665,0.554,180.175,7,-4.453,1,187000,4
1618,Billie Eilish,idontwannabeyouanymore,41zXlQxzTi6cGAjpOXyLYH,0.483,0.412,0.737,0,0.116,0.247,170.163,7,-8.461,1,203569,3
1619,Chris Brown,Undecided,58oryymPZNdtS2z8Une6NJ,0.407,0.612,0.288,0,0.198,0.488,96.943,5,-4.387,0,185000,4
1620,Future,Crushed Up,7wcyO1rrH3Ru4t659IjG41,0.781,0.597,0.0415,0,0.152,0.544,158.043,10,-6.794,0,149949,4
1621,Lil Pump,Butterfly Doors,4NdXQlDTzxbOMkzJGWFtz3,0.925,0.397,0.0889,5.12e-05,0.144,0.429,130.008,5,-11.265,1,132923,4
1622,YoungBoy Never Broke Again,Valuable Pain,61Oo3DUJubecZQosjho6Pp,0.525,0.811,0.23,0,0.213,0.513,169.685,5,-5.702,0,169459,4
1623,Gesaffelstein & The Weeknd,Lost In The Fire,2vXKRlJBXyOcvZYTdNeckS,0.658,0.671,0.0933,0.000927,0.115,0.166,100.966,2,-12.21,1,202093,4
1624,Sam Smith & Normani,Dancing With A Stranger,6Qs4SXO9dwPj5GKvVOv8Ki,0.741,0.52,0.45,1.97e-06,0.222,0.347,102.998,8,-7.513,1,171030,4
1625,Kehlani Featuring Ty Dolla $ign,Nights Like This,6ZRuF2n1CQxyxxAAWsKJOy,0.61,0.725,0.367,0,0.154,0.291,146.163,8,-5.131,1,201788,4
1626,Blueface,Thotiana,5GBuCHuPKx6UC7VsSPK0t3,0.906,0.382,0.18,0,0.113,0.391,104.025,10,-12.89,0,129264,4
1627,Alec Benjamin + Alessia Cara,Let Me Down Slowly,1roCmBlcpV7LzsmB7pmCyt,0.655,0.569,0.716,7.4e-06,0.135,0.44,150.267,1,-5.018,0,169175,4
1628,Future,Jumpin On A Jet,1I3ZAmPmbFV78oNKnibOiW,0.824,0.595,0.0571,3.7e-06,0.0876,0.157,140.039,11,-6.346,1,137134,4
1629,Rich The Kid,Splashin,3KLo7ByvjCNyBrfz5DZ2mO,0.942,0.382,0.00192,0,0.092,0.379,100.017,10,-8.099,1,177864,4
1630,Ariana Grande,7 Rings,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,0.592,0,0.0881,0.327,140.048,1,-10.732,0,178627,4
1631,J. Cole,Middle Child,2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,0.149,0,0.271,0.463,123.984,8,-11.713,1,213594,4
1632,Logic,Keanu Reeves,3PYx9Wte3jwb48V0wArMOy,0.712,0.891,0.0557,0,0.134,0.799,170.13,2,-6.457,1,225920,4
1633,Future Featuring Travis Scott,First Off,3WRIaWsws011vHMd9uzPjG,0.734,0.683,0.013,0,0.28,0.445,162.038,1,-6.105,1,228367,4
1634,Future,Never Stop,1AGPmw3QJBNfOK6XioDhZp,0.571,0.556,0.0662,0.000149,0.137,0.0762,155.465,1,-5.857,1,291334,4
1635,Anuel AA & Karol G,Secreto,4YIkcdnT4kAGBDfo74TvyV,0.807,0.803,0.6,0.0085,0.136,0.706,91.982,11,-4.156,1,258800,4
1636,YNW Melly Featuring Kanye West,Mixed Personalities,6vWEAOUSxohKxhp0K1BsxL,0.661,0.44,0.457,0,0.128,0.352,149.937,2,-9.104,1,230400,4
1637,Future,Temptation,2gXOzCwbVXACCaYRj4Qrep,0.66,0.55,0.164,0.000204,0.199,0.299,130.004,4,-6.744,1,167673,4
1638,Future,Rocket Ship,4HfaOznGhHYWqPtpLYz2PB,0.953,0.38,0.00957,0,0.127,0.128,133.941,8,-4.941,1,116847,4
1639,Mustard & Migos,Pure Water,3j84U36KvLeXNDPv4t5pI8,0.682,0.559,0.174,0,0.344,0.137,202.015,0,-5.545,1,192471,4
1640,Future,F&N,5YP6yKgGGsXKukqxXypVAf,0.728,0.628,0.01,6.53e-05,0.0735,0.393,160.94,1,-4.766,1,189428,4
1641,Cody Johnson,On My Way To You,3OjNkFFZavF89xvRqWCXmU,0.443,0.538,0.327,4.61e-05,0.0866,0.245,157.97,1,-5.477,1,213307,4
1642,YNW Melly,Murder On My Mind,7eBqSVxrzQZtK2mmgRG6lC,0.759,0.73,0.145,3.06e-06,0.11,0.74,115.007,0,-7.985,0,268434,4
1643,Maren Morris,GIRL,0pGXe7umwkcCm01Ipoxp0U,0.44,0.793,0.0677,0,0.0788,0.447,143.603,6,-3.95,1,250653,4
1644,Hikaru Utada & Skrillex,Face My Fears,0CALOqrkXAE7WB2nyIATLk,0.628,0.751,0.0105,0,0.119,0.44,159.965,1,-7.041,0,222013,3
1645,Future,Call The Coroner,1WlU4jsJ8AoTB96dgd8LJA,0.853,0.805,0.146,0.0515,0.204,0.879,134.55,11,-3.331,0,131756,4
1646,Yo Gotti Featuring Lil Baby,Put A Date On It,6PRh0ilIMEP1xlUHqalnkD,0.835,0.659,0.0123,0,0.372,0.579,129.93,4,-5.696,1,195257,4
1647,Billie Eilish,Bury A Friend,4SSnFejRGlZikf02HLewEF,0.905,0.389,0.74,0.162,0.106,0.196,120.046,8,-14.505,1,193143,4
1648,Lauv & Troye Sivan,I'm So Tired...,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found
1649,Ella Mai,Shot Clock,2GlATHCDbLW7xq5BE0Bz5g,0.512,0.512,0.654,0,0.148,0.434,95.11,4,-6.008,0,201609,1
1650,XXXTENTACION,Sauce!,3jq1RpStaB1YGyN3rRZGca,0.68,0.313,0.582,0,0.19,0.405,135.034,3,-13.672,0,144724,4
1651,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,1g29gZhWHgQ8OcfUlzXyOP,0.737,0.86,0.11,1.94e-06,0.0574,0.656,93.989,8,-2.652,0,193227,4
1652,Jon Pardi,Night Shift,0bPnT6i9H1p8Vd85GS6Z7I,0.63,0.754,0.0963,0,0.268,0.73,95.999,2,-3.564,1,172253,4
1653,Gunna,One Call,3pq5dd3Hwg2uJ3d63v9YRx,0.861,0.481,0.125,1.38e-05,0.0903,0.188,146.992,2,-7.309,1,195736,4
1654,Kelsea Ballerini,Miss Me More,5NfJGBAL9mgFPRQxKJmiX2,0.643,0.72,0.014,0,0.0834,0.491,96.028,2,-7.146,1,192840,4
1655,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",4kV4N9D1iKVxx1KLvtTpjS,0.726,0.554,0.0421,0,0.106,0.335,169.999,5,-5.29,0,190440,4
1656,Ariana Grande,Needy,1TEL6MlSSVLSdhOSddidlJ,0.647,0.309,0.78,7.41e-06,0.202,0.195,87.045,7,-7.948,0,171573,4
1657,Ariana Grande,NASA,4uTvPEr01pjTbZgl7jcKBD,0.747,0.458,0.451,0,0.252,0.47,75.029,6,-6.891,1,182000,4
1658,Ariana Grande,Bloodline,2hloaUoRonYssMuqLCBLTX,0.758,0.665,0.0815,0.000157,0.216,0.643,151.976,2,-5.188,0,216893,4
1659,Ariana Grande,Ghostin,2vdBo4ALPYbHRUPKgtE5iC,0.287,0.364,0.418,1.8e-05,0.185,0.11,103.777,9,-8.295,1,271467,4
1660,Ariana Grande,Fake Smile,3wFLWP0FcIqHK1wb1CPthQ,0.45,0.619,0.329,0,0.319,0.427,83.3,9,-7.412,1,208880,4
1661,Ariana Grande,Bad Idea,5Il6Oe7lr5XM7A0cWbVQtr,0.847,0.579,0.0268,0.0545,0.102,0.569,137.998,1,-5.314,1,267107,4
1662,Ariana Grande,In My Head,4T652DlATVHe0jdLKaN3Bw,0.662,0.6,0.173,0.000137,0.109,0.331,134.979,0,-6.402,1,222947,4
1663,Khalid,Talk,6TqXcAFInzjp0bODyvrWEq,0.9,0.4,0.0516,0,0.0599,0.346,135.984,0,-8.575,1,197573,4
1664,Ariana Grande,Make Up,27356GVuMPFWiJSZCragoM,0.671,0.714,0.0844,1.48e-06,0.0568,0.477,105.137,7,-5.373,1,140693,3
1665,The Chainsmokers Featuring 5 Seconds Of Summer,Who Do You Love,2fVHrSxsQbJUuj9MW9zG1e,0.51,0.846,0.0101,0,0.208,0.475,139.927,3,-4.595,1,226733,4
1666,Kacey Musgraves,Rainbow,79qxwHypONUt3AFq0WPpT9,0.581,0.197,0.88,0,0.107,0.349,130.367,3,-7.697,1,214293,4
1667,Cardi B & Bruno Mars,Please Me,0PG9fbaaHFHfre2gUVo7AN,0.747,0.57,0.0642,0,0.0832,0.65,133.992,1,-6.711,1,200890,4
1668,Juice WRLD,Robbery,6Hj9jySrnFppAI0sEMCZpJ,0.685,0.692,0.328,0,0.153,0.578,159.966,2,-5.122,1,240051,5
1669,Offset,Red Room,4TWflhgevIGo448fWc6mQq,0.936,0.559,0.479,0,0.128,0.527,112.347,7,-8.587,0,241440,4
1670,Florida Georgia Line,Talk You Out Of It,4qQwGRtGT7l6ckQtdPEFd4,0.651,0.708,0.582,0,0.0796,0.558,119.964,4,-4.791,1,202920,4
1671,Chase Rice,Eyes On You,5AnSllIrgGsCZzZJkVnApx,0.606,0.652,0.323,0,0.201,0.476,97.155,9,-6.982,1,182493,4
1672,Zedd & Katy Perry,365,2nsSH4OjgrJD0ymR0QX29I,0.745,0.694,0.34,0,0.123,0.247,98.039,2,-5.479,0,181900,4
1673,YK Osiris,Worth It,0PQoUlzP7ILdcrzpajHXc0,0.749,0.535,0.517,0,0.0942,0.459,124.008,5,-4.054,0,189253,5
1674,Riley Green,There Was This Girl,7grWGhX8SHNmyGOkMNVMCt,0.616,0.877,0.00258,2.56e-06,0.114,0.94,127.981,1,-4.223,1,194427,4
1675,Michael Ray,One That Got Away,2TLDilmv1UmRTfyb7f2Hrx,0.565,0.825,0.00303,0,0.0779,0.609,160.003,10,-4.245,1,218733,4
1676,Offset Featuring Travis Scott & 21 Savage,Legacy,0v6arlb2LvCmEitbS0G29p,0.844,0.513,0.178,0,0.0845,0.344,128.085,1,-8.769,1,244941,4
1677,P!nk,Walk Me Home,7DHApOHsIFo7EyfieArYGE,0.652,0.453,0.0507,0,0.179,0.432,88.039,1,-6.119,1,177391,3
1678,Offset Featuring Cardi B,Clout,59ywHNwwchG4nZJMLyxSzd,0.919,0.622,0.228,4.24e-06,0.122,0.424,140.022,1,-7.384,1,205803,4
1679,Offset Featuring  J. Cole,How Did I Get Here,32iPykTXUNZ9oGyACGUybq,0.883,0.544,0.507,1.6e-06,0.08,0.114,129.993,2,-7.92,1,276794,4
1680,Gunna,Outstanding,76PwajqH3ej4hnk9tgaJpp,0.829,0.73,0.309,0,0.109,0.324,149.075,6,-4.554,0,180780,4
1681,Lil Pump Featuring Lil Wayne,Be Like Me,6flur5o18COKeafnjLHRiJ,0.948,0.396,0.00335,0,0.192,0.593,104.006,5,-8.08,0,240000,4
1682,Gunna Featuring Young Thug,3 Headed Snake,2OaKHGvIxoOzIYjyMsxcT8,0.914,0.415,0.0536,0,0.131,0.646,135.03,6,-10.708,1,241995,4
1683,Gunna,Wit It,1unFtbwcAnSGgYPmp52vc0,0.868,0.657,0.197,0,0.105,0.508,125.905,7,-5.318,0,139644,4
1684,Offset,Lick,4W9XGjEUVG9junR70FOLii,0.959,0.539,0.172,0,0.108,0.657,103.0,4,-6.611,0,204516,4
1685,Summer Walker X Drake,Girls Need Love,14SaZBTjxlorHJQxXh01Hu,0.656,0.432,0.443,0,0.132,0.0897,97.022,6,-9.481,0,222374,4
1686,Gunna,Speed It Up,6PfI6EeLNiNGVAVg11nv7D,0.912,0.587,0.0394,0.01,0.111,0.435,143.027,7,-7.395,1,179022,4
1687,John Mayer,I Guess I Just Feel Like,1HNywa8Bk0TmzRwQrzhtPo,0.546,0.477,0.559,0.0612,0.0911,0.16,160.0,4,-9.051,1,286427,4
1688,Kane Brown,Good As You,19kUPdKTp85q9RZNwaXM15,0.626,0.516,0.4,0,0.142,0.769,153.653,8,-6.05,1,192053,4
1689,Gunna Featuring Playboi Carti,Same Yung N***a,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found
1690,Ski Mask The Slump God,Faucet Failure,1ThmUihH9dF8EV08ku5AXN,0.935,0.552,0.111,0,0.0952,0.615,99.993,10,-9.373,0,145627,4
1691,Jonas Brothers,Sucker,22vgEDb5hykfaTwLuskFGD,0.842,0.734,0.0427,0,0.106,0.952,137.958,1,-5.065,0,181027,4
1692,Lil Skies,I,4ZT9FnbFu1PaBfV3itxiqT,0.649,0.453,0.627,0,0.116,0.431,99.183,6,-7.28,1,181891,4
1693,Thomas Rhett,Look What God Gave Her,2KqJC0koTBUyDlsMt5ok1V,0.739,0.85,0.0272,0,0.181,0.883,113.0,2,-3.966,1,168960,4
1694,Juice WRLD,Hear Me Calling,13ZyrkCDmRz5xY3seuAWYk,0.699,0.687,0.308,3.63e-05,0.121,0.499,88.932,7,-3.997,0,189977,4
1695,Billie Eilish,Wish You Were Gay,3Fj47GNK2kUF0uaEDgXLaD,0.853,0.351,0.39,9.38e-06,0.752,0.282,118.028,7,-10.198,1,221543,4
1696,2 Chainz Featuring Travis Scott,Whip,6Z4rmc0uujCpl8yXe3yjgI,0.793,0.399,0.12,0,0.124,0.0379,121.949,7,-7.428,1,226600,4
1697,City Girls,Act Up,3A2yGHWIzmGEIolwonU69h,0.938,0.638,0.0167,0,0.111,0.313,97.075,8,-4.713,1,158332,4
1698,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,2YpeDb67231RjR0MgVLzsG,0.878,0.619,0.0533,0,0.113,0.639,136.041,6,-5.56,1,157067,4
1699,Morgan Wallen,Whiskey Glasses,6foY66mWZN0pSRjZ408c00,0.614,0.68,0.369,1.84e-06,0.115,0.707,149.959,6,-4.58,1,234347,4
1700,"benny blanco, Tainy, Selena Gomez & J Balvin",I Can't Get Enough,1WSGTYKLEpKfNQYYW5Oymt,0.541,0.468,0.404,3.65e-06,0.358,0.69,95.266,10,-4.039,0,158027,4
1701,2 Chainz Featuring Ariana Grande,Rule The World,1R6VwZ8TuHRzxZUxe88n4I,0.592,0.584,0.158,2.63e-06,0.132,0.447,88.073,8,-6.232,0,245893,4
1702,2 Chainz Featuring Kendrick Lamar,Momma I Hit A Lick,7jKUnzzOGhAlPjr7LkIUlE,0.796,0.467,0.202,3.32e-05,0.206,0.4,179.974,11,-6.293,1,173760,3
1703,Juice WRLD,Empty,41MCdlvXOl62B7Kv86Bb1v,0.745,0.561,0.0758,0,0.133,0.449,77.557,0,-4.869,1,248431,4
1704,Juice WRLD,Fast,6MjNilJCVKJq0LfFvo5jWJ,0.623,0.608,0.426,0,0.105,0.263,84.98,1,-5.937,0,208518,4
1705,Juice WRLD,Maze,4mUIe9gfsdtsVP2zFIl74x,0.674,0.726,0.126,1.56e-06,0.115,0.443,160.067,11,-3.813,0,144090,4
1706,Marshmello Featuring CHVRCHES,Here With Me,5icOoE6VgqFKohjWWNp0Ac,0.791,0.565,0.0623,0,0.156,0.181,99.961,5,-3.933,0,156347,4
1707,Khalid,My Bad,1DUSuNhF8P5vUGNPpQiZa5,0.645,0.568,0.543,0.266,0.257,0.391,84.999,5,-9.127,0,166101,4
1708,FLETCHER,Undrunk,1Pj5oOFzLYELyyeh1IYRK0,0.442,0.579,0.489,1.04e-06,0.126,0.546,83.336,5,-6.484,1,183428,4
1709,Lee Brice,Rumor,56eGOeSsqdg3FLxdo83TwV,0.655,0.56,0.749,0,0.115,0.599,140.975,9,-6.857,1,198440,4
1710,Juice WRLD,Flaws And Sins,2BSbCCbaSCzkOEZa6N5901,0.709,0.662,0.00966,0,0.108,0.439,150.046,8,-4.55,1,218349,4
1711,Pedro Capo X Farruko,Calma,5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,0.323,0,0.143,0.761,126.899,11,-4.218,0,238200,4
